Месяц выдачи кредита;Сумма кредита;Срок кредита;Возраст клиента;Пол клиента;Образование клиента;Тип товара;Наличие детей у клиента;Регион выдачи кредита;Доход клиента;Семейное положение;Оператор связи;Является ли клиентом банка;Флаг дефолта по кредиту
9;33500;10;22;Мужской;Высшее;Мобильные телефоны;Детей нет;Другие регионы;26000;Женат/замужем;Билайн;Не клиент банка;Нет дефолта
9;26500;15;50;Мужской;Высшее;Мобильные телефоны;Дети есть;Другие регионы;16000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
9;23500;10;38;Женский;Высшее;Бытовая техника;Детей нет;Москва или МО;41000;Другое;Мегафон;Клиент банка;Нет дефолта
9;12000;24;28;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;26000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
9;30500;12;19;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;31000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
9;20500;12;28;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;26000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
9;15000;10;22;Мужской;Неоконченное высшее;Мобильные телефоны;Детей нет;Другие регионы;26000;Другое;Мегафон;Клиент банка;Нет дефолта
9;29500;12;78;Женский;Высшее;Мототехника (лодки, мото);Детей нет;Другие регионы;13000;Другое;МТС;Клиент банка;Нет дефолта
9;17000;11;23;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;31000;Другое;Мегафон;Клиент банка;Нет дефолта
9;56500;12;49;Женский;Неоконченное высшее;Мебель;Детей нет;Другие регионы;34000;Другое;Мегафон;Не клиент банка;Нет дефолта
9;19000;12;19;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;19000;Другое;Теле2;Клиент банка;Дефолт
